O2Mix_ID,Protocol_ID,Lot_ID,DateTime,FlowRate_sccm,Pressure_psi,O2_Purity_%,Temperature_C,Valve_Status,Status,Operator_ID,Machine_ID,Remarks
O2M00230,PRT003,LOT101,8/26/25 3:05,128,35.9,98.8,25.6,Open,Success,OP101,GMC02,Stable
O2M00231,PRT003,LOT100,8/26/25 3:10,145,34.8,99.3,24.2,Open,Success,OP103,GMC01,Flow error
O2M00232,PRT002,LOT100,8/26/25 3:15,127,34.2,99.6,25.9,Closed,Success,OP101,GMC03,Check supply
O2M00233,PRT003,LOT101,8/26/25 3:20,123,34.8,98.3,25.5,Open,Success,OP103,GMC01,Stable
O2M00234,PRT001,LOT100,8/26/25 3:25,120,36.8,98.9,23.9,Closed,Success,OP102,GMC01,Flow error
O2M00235,PRT003,LOT102,8/26/25 3:30,134,34.8,99,23.9,Closed,Success,OP102,GMC02,Flow error
O2M00236,PRT002,LOT102,8/26/25 3:35,128,35.3,98.6,26.2,Closed,Success,OP102,GMC01,Stable
O2M00237,PRT002,LOT101,8/26/25 3:40,141,34.8,99.1,24.8,Open,Success,OP101,GMC01,Stable
O2M00238,PRT001,LOT101,8/26/25 3:45,112,36.9,99.8,26,Closed,Success,OP102,GMC02,Stable
O2M00239,PRT002,LOT102,8/26/25 3:50,120,35.2,99.8,24.3,Closed,Success,OP101,GMC03,Leak detected
O2M00240,PRT002,LOT102,8/26/25 3:55,102,36.7,99.2,26.3,Open,Success,OP101,GMC02,Leak detected
O2M00241,PRT003,LOT101,8/26/25 4:00,108,34.2,98.6,23.7,Open,Fail,OP103,GMC03,Leak detected
O2M00242,PRT002,LOT100,8/26/25 4:05,149,36.9,99.2,26.5,Closed,Success,OP103,GMC01,Flow error
O2M00243,PRT002,LOT100,8/26/25 4:10,131,36.5,98.2,25.9,Closed,Success,OP103,GMC03,Leak detected
O2M00244,PRT002,LOT102,8/26/25 4:15,139,36.9,99.4,24.6,Open,Success,OP101,GMC03,Check supply
O2M00245,PRT001,LOT102,8/26/25 4:20,113,35.6,98.8,23.6,Open,Success,OP101,GMC02,Flow error
O2M00246,PRT002,LOT102,8/26/25 4:25,148,35.5,99.2,23.3,Closed,Success,OP101,GMC03,Stable
O2M00247,PRT002,LOT102,8/26/25 4:30,104,34.1,99.4,23.8,Open,Success,OP102,GMC02,Flow error
O2M00248,PRT003,LOT102,8/26/25 4:35,113,35,98.9,25.2,Closed,Success,OP101,GMC03,Leak detected
O2M00249,PRT001,LOT101,8/26/25 4:40,118,36.2,98.8,25.7,Closed,Success,OP103,GMC03,Leak detected
O2M00250,PRT002,LOT102,8/26/25 4:45,100,36.3,98.5,24.2,Closed,Success,OP101,GMC02,Stable
O2M00251,PRT001,LOT100,8/26/25 4:50,128,34.7,98.1,23.8,Closed,Success,OP103,GMC02,Stable
O2M00252,PRT002,LOT100,8/26/25 4:55,111,36.1,99.4,23,Closed,Success,OP101,GMC03,Check supply
O2M00253,PRT001,LOT101,8/26/25 5:00,113,36.5,99.1,24.3,Open,Success,OP102,GMC01,Check supply
O2M00254,PRT003,LOT100,8/26/25 5:05,102,36.9,98.2,23.3,Open,Success,OP101,GMC03,Leak detected
O2M00255,PRT001,LOT100,8/26/25 5:10,102,36.7,99.4,25.5,Closed,Success,OP103,GMC03,Check supply
O2M00256,PRT003,LOT102,8/26/25 5:15,102,34.5,98.1,26.9,Open,Success,OP101,GMC02,Stable
O2M00257,PRT001,LOT102,8/26/25 5:20,143,35.8,98.4,26.9,Open,Success,OP101,GMC03,Stable
O2M00258,PRT001,LOT102,8/26/25 5:25,106,36.5,98.7,24.3,Open,Fail,OP101,GMC02,Flow error
O2M00259,PRT001,LOT100,8/26/25 5:30,126,35.3,99.9,26.9,Closed,Fail,OP101,GMC02,Stable
O2M00260,PRT002,LOT101,8/26/25 5:35,129,36.4,99.8,26.6,Open,Success,OP103,GMC03,Flow error
O2M00261,PRT002,LOT101,8/26/25 5:40,140,36,98.7,24.6,Closed,Success,OP101,GMC01,Leak detected
O2M00262,PRT003,LOT102,8/26/25 5:45,132,34.6,99,24.6,Closed,Success,OP102,GMC01,Check supply
O2M00263,PRT002,LOT100,8/26/25 5:50,144,35,99.3,24.5,Open,Success,OP101,GMC03,Flow error
O2M00264,PRT002,LOT101,8/26/25 5:55,147,36.6,99.8,24.8,Closed,Fail,OP102,GMC03,Check supply
O2M00265,PRT001,LOT102,8/26/25 6:00,135,36.5,99.4,25.6,Open,Success,OP101,GMC01,Leak detected
O2M00266,PRT003,LOT100,8/26/25 6:05,116,34.8,98.7,23,Open,Success,OP101,GMC03,Flow error
O2M00267,PRT003,LOT101,8/26/25 6:10,108,34.5,98.1,24.3,Closed,Success,OP101,GMC02,Leak detected
O2M00268,PRT003,LOT101,8/26/25 6:15,142,36.5,99.4,23.8,Closed,Success,OP103,GMC02,Leak detected
O2M00269,PRT003,LOT100,8/26/25 6:20,118,34.8,99,26.2,Closed,Success,OP102,GMC02,Stable
O2M00270,PRT003,LOT100,8/26/25 6:25,148,34.8,98.1,26.6,Open,Success,OP101,GMC01,Leak detected
O2M00271,PRT002,LOT101,8/26/25 6:30,146,36.2,99.2,23.1,Open,Fail,OP103,GMC01,Flow error
O2M00272,PRT001,LOT101,8/26/25 6:35,126,36.5,98.5,26.9,Open,Success,OP102,GMC01,Stable
O2M00273,PRT002,LOT101,8/26/25 6:40,104,36.2,99.8,23.3,Open,Success,OP101,GMC02,Stable
O2M00274,PRT002,LOT100,8/26/25 6:45,109,36.4,99.2,25.2,Closed,Success,OP101,GMC01,Stable
O2M00275,PRT002,LOT102,8/26/25 6:50,142,36.1,98.1,26.6,Closed,Success,OP102,GMC03,Flow error
O2M00276,PRT001,LOT101,8/26/25 6:55,126,34.8,98.8,26.9,Open,Success,OP103,GMC02,Leak detected
O2M00277,PRT002,LOT101,8/26/25 7:00,136,36.1,99.6,23.9,Open,Success,OP102,GMC03,Flow error
O2M00278,PRT002,LOT100,8/26/25 7:05,101,34.7,98.4,25.8,Closed,Success,OP103,GMC01,Stable
O2M00279,PRT001,LOT102,8/26/25 7:10,133,34.3,98.5,26,Open,Success,OP102,GMC01,Leak detected
O2M00280,PRT002,LOT100,8/26/25 7:15,115,35.1,99.3,23.4,Closed,Success,OP101,GMC03,Stable
O2M00281,PRT002,LOT102,8/26/25 7:20,124,36.1,99,23.4,Open,Success,OP103,GMC03,Leak detected
O2M00282,PRT003,LOT101,8/26/25 7:25,129,37,99.6,25.2,Closed,Success,OP103,GMC02,Leak detected
O2M00283,PRT001,LOT100,8/26/25 7:30,120,34.9,98.4,25.8,Open,Success,OP101,GMC03,Leak detected
O2M00284,PRT003,LOT102,8/26/25 7:35,134,36.1,98.6,25.8,Closed,Success,OP101,GMC03,Check supply
O2M00285,PRT003,LOT101,8/26/25 7:40,104,36.9,98.4,23.8,Closed,Success,OP102,GMC01,Flow error
O2M00286,PRT002,LOT102,8/26/25 7:45,133,35.6,99.5,26.6,Open,Success,OP103,GMC01,Leak detected
O2M00287,PRT001,LOT102,8/26/25 7:50,142,34.4,99.9,26,Open,Success,OP101,GMC01,Leak detected
O2M00288,PRT002,LOT101,8/26/25 7:55,145,34.4,98.7,24,Open,Success,OP103,GMC03,Flow error
O2M00289,PRT002,LOT101,8/26/25 8:00,109,35.3,98.1,26.4,Open,Success,OP101,GMC01,Flow error
O2M00290,PRT002,LOT102,8/26/25 8:05,139,36.2,100,23.2,Open,Success,OP103,GMC01,Stable
O2M00291,PRT002,LOT102,8/26/25 8:10,128,35.6,98.1,24,Closed,Success,OP102,GMC03,Stable
O2M00292,PRT003,LOT100,8/26/25 8:15,149,35.8,98.7,26,Open,Fail,OP103,GMC02,Flow error
O2M00293,PRT002,LOT100,8/26/25 8:20,103,35.3,98.5,26.2,Closed,Success,OP102,GMC02,Flow error
O2M00294,PRT003,LOT102,8/26/25 8:25,101,35.4,98.9,23.1,Closed,Success,OP101,GMC02,Stable
O2M00295,PRT002,LOT102,8/26/25 8:30,110,34.9,98.4,26.2,Closed,Success,OP101,GMC03,Stable
O2M00296,PRT002,LOT102,8/26/25 8:35,120,34.5,99.6,26.3,Open,Success,OP103,GMC02,Leak detected
O2M00297,PRT003,LOT102,8/26/25 8:40,107,34.2,99.5,24.5,Closed,Success,OP102,GMC03,Flow error
O2M00298,PRT002,LOT100,8/26/25 8:45,121,35.1,98,27,Open,Success,OP101,GMC02,Leak detected
O2M00299,PRT002,LOT100,8/26/25 8:50,108,35.1,98.4,26.1,Open,Success,OP103,GMC03,Check supply
O2M00300,PRT003,LOT100,8/26/25 8:55,108,36.6,98.8,25.6,Closed,Success,OP101,GMC03,Flow error
O2M00301,PRT003,LOT102,8/26/25 9:00,138,35,99.1,26.1,Closed,Success,OP103,GMC01,Leak detected
O2M00302,PRT003,LOT102,8/26/25 9:05,125,34.8,98.7,23,Open,Success,OP101,GMC02,Check supply
O2M00303,PRT002,LOT100,8/26/25 9:10,143,35.5,99.7,25.2,Open,Success,OP101,GMC03,Stable
O2M00304,PRT001,LOT101,8/26/25 9:15,137,35.6,99.2,26.7,Open,Success,OP101,GMC03,Flow error
O2M00305,PRT002,LOT102,8/26/25 9:20,112,35,99.3,23.5,Open,Success,OP103,GMC02,Stable
O2M00306,PRT001,LOT101,8/26/25 9:25,103,35.9,98.5,25.3,Closed,Success,OP102,GMC01,Leak detected
O2M00307,PRT001,LOT102,8/26/25 9:30,110,36.8,99.3,25.3,Open,Success,OP102,GMC02,Check supply
O2M00308,PRT003,LOT101,8/26/25 9:35,126,35.6,99.7,23.2,Closed,Success,OP101,GMC02,Check supply
O2M00309,PRT001,LOT102,8/26/25 9:40,117,35,98.3,25.1,Closed,Success,OP102,GMC03,Flow error
O2M00310,PRT002,LOT101,8/26/25 9:45,107,35.4,99.5,23.7,Closed,Success,OP102,GMC01,Stable
O2M00311,PRT002,LOT100,8/26/25 9:50,136,37,98.3,23.5,Open,Success,OP101,GMC02,Check supply
O2M00312,PRT002,LOT101,8/26/25 9:55,134,34,99.3,24.5,Open,Success,OP101,GMC02,Flow error
O2M00313,PRT002,LOT101,8/26/25 10:00,138,36.8,99.1,23.7,Open,Success,OP102,GMC01,Check supply
O2M00314,PRT003,LOT100,8/26/25 10:05,133,36.1,98.5,23.7,Open,Success,OP102,GMC02,Flow error
O2M00315,PRT003,LOT102,8/26/25 10:10,122,36.7,98.3,26.6,Closed,Success,OP101,GMC01,Flow error
O2M00316,PRT003,LOT100,8/26/25 10:15,108,35.7,99.4,23.6,Open,Success,OP101,GMC03,Leak detected
O2M00317,PRT002,LOT101,8/26/25 10:20,148,36.6,99.8,24.9,Closed,Success,OP103,GMC03,Leak detected
O2M00318,PRT003,LOT100,8/26/25 10:25,104,35.4,98.8,24.1,Open,Success,OP101,GMC02,Stable
O2M00319,PRT003,LOT100,8/26/25 10:30,117,34.1,99.9,26.7,Open,Success,OP101,GMC03,Stable
O2M00320,PRT001,LOT100,8/26/25 10:35,139,35.2,99.3,24.7,Closed,Fail,OP103,GMC01,Stable
O2M00321,PRT001,LOT102,8/26/25 10:40,104,35.3,98.8,23,Closed,Success,OP102,GMC02,Stable
O2M00322,PRT002,LOT100,8/26/25 10:45,124,34.8,98.1,25.6,Open,Success,OP101,GMC03,Flow error
O2M00323,PRT003,LOT100,8/26/25 10:50,115,35.1,99.3,25.2,Open,Fail,OP101,GMC03,Flow error
O2M00324,PRT001,LOT100,8/26/25 10:55,123,35.2,98.4,26.8,Open,Success,OP102,GMC01,Leak detected
O2M00325,PRT003,LOT102,8/26/25 11:00,101,35.2,98.1,23.4,Closed,Success,OP102,GMC03,Flow error
O2M00326,PRT003,LOT101,8/26/25 11:05,139,35.1,99.7,23.6,Closed,Success,OP102,GMC03,Stable
O2M00327,PRT003,LOT101,8/26/25 11:10,120,36.4,99.7,23.5,Closed,Fail,OP102,GMC02,Check supply
O2M00328,PRT001,LOT100,8/26/25 11:15,130,35.5,98.9,25.9,Open,Success,OP102,GMC02,Stable
O2M00329,PRT003,LOT102,8/26/25 11:20,129,34.4,98.7,23.7,Open,Success,OP102,GMC03,Stable
O2M00330,PRT002,LOT102,8/26/25 11:25,115,34.7,98.4,23.7,Closed,Success,OP103,GMC02,Stable
O2M00331,PRT001,LOT100,8/26/25 11:30,149,35.9,100,26.2,Closed,Success,OP102,GMC03,Flow error
O2M00332,PRT002,LOT100,8/26/25 11:35,147,34.3,99.9,24.3,Open,Success,OP101,GMC03,Check supply
O2M00333,PRT003,LOT102,8/26/25 11:40,111,36.7,98.8,26,Open,Success,OP102,GMC02,Flow error
O2M00334,PRT002,LOT100,8/26/25 11:45,147,35.2,99.2,24,Closed,Success,OP102,GMC01,Check supply
O2M00335,PRT002,LOT101,8/26/25 11:50,127,34.1,98.8,25.3,Closed,Success,OP101,GMC01,Stable
O2M00336,PRT002,LOT101,8/26/25 11:55,116,35,98.5,25.5,Closed,Success,OP101,GMC02,Flow error
O2M00337,PRT003,LOT101,8/26/25 12:00,135,35.9,99.4,24.2,Closed,Success,OP101,GMC03,Leak detected
O2M00338,PRT003,LOT102,8/26/25 12:05,127,34.9,99.6,23.4,Closed,Success,OP101,GMC03,Flow error
O2M00339,PRT002,LOT100,8/26/25 12:10,126,34.2,99.6,23.1,Closed,Success,OP103,GMC01,Flow error
O2M00340,PRT003,LOT100,8/26/25 12:15,106,36.7,99.1,25.9,Closed,Success,OP102,GMC03,Stable
O2M00341,PRT001,LOT102,8/26/25 12:20,107,34.8,99.5,23.1,Open,Success,OP102,GMC03,Check supply
O2M00342,PRT001,LOT101,8/26/25 12:25,130,35.2,98.5,23.2,Open,Success,OP102,GMC02,Stable
O2M00343,PRT003,LOT100,8/26/25 12:30,129,35.6,98.6,23.8,Closed,Success,OP101,GMC03,Flow error
O2M00344,PRT003,LOT102,8/26/25 12:35,144,34.1,98.9,23.2,Open,Success,OP103,GMC01,Flow error
O2M00345,PRT003,LOT102,8/26/25 12:40,139,36.1,99.4,23.4,Open,Success,OP101,GMC01,Flow error
O2M00346,PRT001,LOT102,8/26/25 12:45,141,36.1,99.2,23.7,Closed,Success,OP102,GMC02,Flow error
O2M00347,PRT001,LOT102,8/26/25 12:50,149,35.1,99.9,23.6,Open,Fail,OP102,GMC01,Leak detected
O2M00348,PRT002,LOT100,8/26/25 12:55,102,36.5,99.4,23.2,Open,Success,OP103,GMC03,Flow error
O2M00349,PRT003,LOT101,8/26/25 13:00,115,34.1,98.1,24.2,Open,Success,OP101,GMC03,Leak detected
O2M00350,PRT003,LOT100,8/26/25 13:05,141,34.7,98.7,24,Closed,Success,OP101,GMC03,Leak detected
O2M00351,PRT003,LOT100,8/26/25 13:10,145,36.5,99.8,23.1,Open,Success,OP102,GMC02,Check supply
O2M00352,PRT002,LOT100,8/26/25 13:15,104,36,99.1,25.3,Open,Success,OP103,GMC02,Flow error
O2M00353,PRT003,LOT102,8/26/25 13:20,121,34.2,99.1,27,Open,Success,OP103,GMC03,Stable
O2M00354,PRT002,LOT102,8/26/25 13:25,117,35.1,99.5,25.1,Closed,Success,OP101,GMC01,Flow error
O2M00355,PRT002,LOT100,8/26/25 13:30,117,34.9,99.4,26.7,Closed,Success,OP103,GMC01,Flow error
O2M00356,PRT002,LOT100,8/26/25 13:35,119,34.1,98.6,26.3,Open,Success,OP102,GMC02,Check supply
O2M00357,PRT003,LOT101,8/26/25 13:40,109,37,99.6,26,Open,Success,OP101,GMC01,Stable
O2M00358,PRT003,LOT101,8/26/25 13:45,142,36.2,98,26.7,Open,Success,OP102,GMC01,Stable
O2M00359,PRT003,LOT102,8/26/25 13:50,105,36,98.4,24.9,Open,Success,OP101,GMC02,Flow error
O2M00360,PRT001,LOT101,8/26/25 13:55,109,35.8,100,23.7,Open,Success,OP102,GMC03,Flow error
O2M00361,PRT002,LOT101,8/26/25 14:00,123,34.5,98.8,23,Open,Success,OP103,GMC01,Check supply
O2M00362,PRT002,LOT102,8/26/25 14:05,108,34.3,98.7,26.7,Closed,Success,OP102,GMC01,Flow error
O2M00363,PRT003,LOT101,8/26/25 14:10,109,36.4,99.6,24,Open,Success,OP101,GMC02,Flow error
O2M00364,PRT003,LOT102,8/26/25 14:15,130,36,99.9,26.8,Closed,Success,OP102,GMC02,Leak detected
O2M00365,PRT003,LOT100,8/26/25 14:20,118,36.9,98.6,25.9,Closed,Success,OP103,GMC01,Stable
O2M00366,PRT003,LOT102,8/26/25 14:25,107,36.2,99,25.5,Open,Success,OP101,GMC02,Leak detected
O2M00367,PRT001,LOT100,8/26/25 14:30,143,34.2,99.2,23.2,Closed,Success,OP103,GMC01,Stable
O2M00368,PRT003,LOT101,8/26/25 14:35,134,34.6,99.1,26.5,Closed,Success,OP101,GMC01,Stable
O2M00369,PRT001,LOT101,8/26/25 14:40,139,35.9,99.4,24,Open,Success,OP101,GMC01,Stable
O2M00370,PRT002,LOT102,8/26/25 14:45,125,36.1,98.3,26,Closed,Success,OP101,GMC01,Flow error
O2M00371,PRT003,LOT102,8/26/25 14:50,139,36.8,99.4,23.2,Open,Success,OP102,GMC01,Check supply
O2M00372,PRT002,LOT101,8/26/25 14:55,120,34.6,98.8,23.4,Closed,Success,OP101,GMC03,Stable
O2M00373,PRT001,LOT100,8/26/25 15:00,114,35.7,99.2,25.9,Closed,Success,OP102,GMC01,Flow error
O2M00374,PRT003,LOT102,8/26/25 15:05,112,36.5,99.6,25.6,Open,Success,OP102,GMC01,Stable
O2M00375,PRT003,LOT100,8/26/25 15:10,134,34.7,99.8,26.1,Closed,Success,OP101,GMC01,Stable
O2M00376,PRT003,LOT102,8/26/25 15:15,103,34.2,99.2,25.8,Closed,Success,OP102,GMC02,Flow error
O2M00377,PRT002,LOT101,8/26/25 15:20,149,34.2,98.8,26.9,Closed,Fail,OP103,GMC02,Check supply
O2M00378,PRT002,LOT100,8/26/25 15:25,136,36.7,99.1,26.2,Closed,Success,OP101,GMC02,Check supply
O2M00379,PRT001,LOT101,8/26/25 15:30,134,36.1,98.6,23.2,Open,Success,OP102,GMC02,Check supply
O2M00380,PRT003,LOT101,8/26/25 15:35,132,34.2,98.9,26.2,Closed,Success,OP101,GMC01,Stable
O2M00381,PRT001,LOT100,8/26/25 15:40,113,34.2,99.5,25.6,Open,Success,OP103,GMC03,Flow error
O2M00382,PRT001,LOT100,8/26/25 15:45,143,34.7,98.5,23.5,Open,Success,OP102,GMC01,Flow error
O2M00383,PRT001,LOT101,8/26/25 15:50,144,36.1,99,24.6,Closed,Success,OP101,GMC01,Leak detected
O2M00384,PRT003,LOT102,8/26/25 15:55,115,36,98.9,25.4,Open,Success,OP101,GMC02,Stable
O2M00385,PRT003,LOT102,8/26/25 16:00,149,35.9,98.2,25.1,Closed,Success,OP102,GMC03,Check supply
O2M00386,PRT003,LOT101,8/26/25 16:05,103,35.8,98.5,26.1,Closed,Success,OP101,GMC03,Leak detected
O2M00387,PRT003,LOT100,8/26/25 16:10,121,36,98.6,23.2,Open,Success,OP101,GMC03,Stable
O2M00388,PRT002,LOT101,8/26/25 16:15,140,35.2,99.9,23.2,Closed,Success,OP103,GMC03,Leak detected
O2M00389,PRT001,LOT102,8/26/25 16:20,123,36.8,99.8,23.5,Open,Success,OP101,GMC03,Flow error
O2M00390,PRT001,LOT102,8/26/25 16:25,125,35.5,99.6,23.1,Closed,Success,OP102,GMC02,Stable
O2M00391,PRT001,LOT101,8/26/25 16:30,139,35.5,99.3,25.1,Open,Success,OP102,GMC03,Check supply
O2M00392,PRT001,LOT102,8/26/25 16:35,121,34.8,99.8,25.9,Closed,Success,OP101,GMC01,Check supply
O2M00393,PRT003,LOT100,8/26/25 16:40,134,36.7,98.8,23.3,Open,Success,OP101,GMC03,Leak detected
O2M00394,PRT003,LOT100,8/26/25 16:45,100,35.7,99.7,24,Closed,Success,OP102,GMC02,Leak detected
O2M00395,PRT001,LOT102,8/26/25 16:50,122,36.2,98.9,25,Closed,Success,OP102,GMC02,Leak detected
O2M00396,PRT001,LOT101,8/26/25 16:55,104,36.8,99.3,26,Closed,Success,OP101,GMC03,Leak detected
O2M00397,PRT003,LOT100,8/26/25 17:00,111,35.3,99.1,25.1,Open,Success,OP101,GMC02,Leak detected
O2M00398,PRT002,LOT100,8/26/25 17:05,137,35.7,98,23.7,Closed,Fail,OP102,GMC02,Leak detected
O2M00399,PRT001,LOT100,8/26/25 17:10,140,36.3,99.4,24.3,Closed,Success,OP101,GMC01,Flow error
O2M00400,PRT003,LOT101,8/26/25 17:15,133,34.4,98.9,24.3,Closed,Success,OP103,GMC01,Stable
O2M00401,PRT002,LOT101,8/26/25 17:20,150,34.7,100,24.1,Closed,Success,OP103,GMC02,Flow error
O2M00402,PRT002,LOT101,8/26/25 17:25,123,36.2,99.8,26,Closed,Success,OP102,GMC02,Leak detected
O2M00403,PRT003,LOT101,8/26/25 17:30,129,34.6,98.5,23.3,Open,Success,OP102,GMC02,Flow error
O2M00404,PRT001,LOT102,8/26/25 17:35,137,37,98.7,26.4,Open,Success,OP103,GMC02,Stable
O2M00405,PRT001,LOT102,8/26/25 17:40,139,36.8,99.7,25.1,Open,Success,OP101,GMC02,Check supply
O2M00406,PRT003,LOT100,8/26/25 17:45,112,34.4,98.2,23.2,Closed,Success,OP103,GMC02,Stable
O2M00407,PRT002,LOT101,8/26/25 17:50,144,34.6,99.2,23.7,Closed,Success,OP102,GMC01,Stable
O2M00408,PRT001,LOT101,8/26/25 17:55,150,34.6,98.9,24.2,Open,Success,OP101,GMC03,Leak detected
O2M00409,PRT002,LOT102,8/26/25 18:00,149,36,98.1,24.8,Closed,Success,OP101,GMC01,Flow error
O2M00410,PRT002,LOT100,8/26/25 18:05,132,35.1,98.7,25.9,Closed,Success,OP102,GMC01,Leak detected
O2M00411,PRT002,LOT102,8/26/25 18:10,107,34.5,98.8,23.7,Closed,Success,OP101,GMC03,Leak detected
O2M00412,PRT003,LOT101,8/26/25 18:15,141,34.4,98.6,25.6,Open,Success,OP103,GMC03,Stable
O2M00413,PRT002,LOT100,8/26/25 18:20,129,34.5,98.1,25.9,Closed,Success,OP103,GMC03,Stable
O2M00414,PRT003,LOT102,8/26/25 18:25,115,36.7,99,24,Closed,Success,OP102,GMC01,Check supply
O2M00415,PRT003,LOT102,8/26/25 18:30,109,34.9,98.6,24.1,Closed,Success,OP103,GMC02,Flow error
O2M00416,PRT003,LOT101,8/26/25 18:35,141,34.2,98.9,25.9,Open,Success,OP102,GMC03,Leak detected
O2M00417,PRT002,LOT100,8/26/25 18:40,113,34.6,99.5,25.9,Open,Success,OP102,GMC03,Check supply
O2M00418,PRT001,LOT102,8/26/25 18:45,103,35,98.5,26.5,Open,Success,OP103,GMC03,Check supply
O2M00419,PRT002,LOT101,8/26/25 18:50,102,34.9,98.2,25.1,Open,Success,OP101,GMC01,Flow error
O2M00420,PRT001,LOT102,8/26/25 18:55,118,36,98.7,24.8,Closed,Success,OP103,GMC03,Flow error
O2M00421,PRT001,LOT102,8/26/25 19:00,103,36.1,99.1,23,Open,Success,OP101,GMC01,Leak detected
O2M00422,PRT003,LOT101,8/26/25 19:05,135,36,99.4,25.9,Closed,Success,OP103,GMC03,Leak detected
O2M00423,PRT002,LOT101,8/26/25 19:10,115,34.9,99.6,23.7,Closed,Success,OP101,GMC03,Stable
O2M00424,PRT003,LOT102,8/26/25 19:15,131,35.7,99.7,24.1,Closed,Success,OP101,GMC02,Flow error
O2M00425,PRT001,LOT100,8/26/25 19:20,140,35.2,98.3,25.6,Closed,Success,OP101,GMC03,Flow error
O2M00426,PRT001,LOT102,8/26/25 19:25,137,36.7,99.2,23.2,Closed,Success,OP103,GMC01,Leak detected
O2M00427,PRT002,LOT101,8/26/25 19:30,120,35.5,99.3,26.5,Closed,Success,OP101,GMC03,Check supply
O2M00428,PRT002,LOT100,8/26/25 19:35,138,35,98.5,23,Open,Success,OP102,GMC03,Check supply
O2M00429,PRT002,LOT102,8/26/25 19:40,123,35.1,99.9,26.2,Closed,Success,OP103,GMC03,Leak detected
O2M00430,PRT001,LOT100,8/26/25 19:45,117,36.4,98.2,24.3,Closed,Success,OP103,GMC03,Stable
O2M00431,PRT002,LOT100,8/26/25 19:50,145,35.3,98.6,25.2,Open,Success,OP103,GMC03,Flow error
O2M00432,PRT003,LOT100,8/26/25 19:55,144,34.6,98.1,24.7,Open,Success,OP101,GMC03,Flow error
O2M00433,PRT002,LOT101,8/26/25 20:00,113,35.3,100,25.2,Closed,Success,OP102,GMC02,Stable
O2M00434,PRT001,LOT102,8/26/25 20:05,150,34.2,98.7,25.5,Closed,Success,OP103,GMC03,Stable
O2M00435,PRT003,LOT100,8/26/25 20:10,103,36.3,99,25.6,Open,Success,OP101,GMC03,Leak detected
O2M00436,PRT001,LOT101,8/26/25 20:15,123,34.9,99.5,23.6,Open,Success,OP102,GMC02,Leak detected
O2M00437,PRT001,LOT101,8/26/25 20:20,103,36.4,98,24.9,Open,Success,OP103,GMC01,Flow error
O2M00438,PRT003,LOT100,8/26/25 20:25,132,34.4,99,25.2,Closed,Success,OP101,GMC02,Flow error
O2M00439,PRT002,LOT100,8/26/25 20:30,114,36,99.9,24.2,Closed,Success,OP101,GMC01,Leak detected
O2M00440,PRT003,LOT102,8/26/25 20:35,146,34.1,99.9,25.6,Open,Success,OP102,GMC03,Stable
O2M00441,PRT001,LOT102,8/26/25 20:40,116,36.2,98.7,24.8,Open,Success,OP101,GMC01,Leak detected
O2M00442,PRT003,LOT102,8/26/25 20:45,135,34,98.9,26.2,Closed,Success,OP101,GMC02,Leak detected
O2M00443,PRT003,LOT100,8/26/25 20:50,113,35.4,98.3,25.9,Closed,Success,OP103,GMC01,Flow error
O2M00444,PRT002,LOT101,8/26/25 20:55,120,35.4,98.5,23.7,Closed,Success,OP101,GMC01,Leak detected
O2M00445,PRT003,LOT101,8/26/25 21:00,120,34.8,98.1,25.1,Open,Success,OP101,GMC03,Check supply
O2M00446,PRT001,LOT102,8/26/25 21:05,115,36.1,99.1,23.7,Closed,Success,OP103,GMC02,Stable
O2M00447,PRT002,LOT100,8/26/25 21:10,118,35,98.5,23.4,Closed,Success,OP102,GMC03,Flow error
O2M00448,PRT003,LOT101,8/26/25 21:15,131,36.2,99,26.3,Open,Success,OP101,GMC03,Flow error
O2M00449,PRT003,LOT102,8/26/25 21:20,127,34.5,99.3,25.2,Closed,Success,OP103,GMC02,Flow error
O2M00450,PRT002,LOT102,8/26/25 21:25,133,34.9,98.2,24.7,Closed,Success,OP101,GMC01,Check supply
O2M00451,PRT002,LOT102,8/26/25 21:30,123,35.5,99.6,23.3,Open,Success,OP101,GMC02,Check supply
O2M00452,PRT002,LOT102,8/26/25 21:35,108,35.8,99.2,24.4,Open,Success,OP101,GMC02,Flow error
O2M00453,PRT003,LOT100,8/26/25 21:40,100,36.1,99.4,24.5,Open,Success,OP101,GMC03,Check supply
O2M00454,PRT001,LOT101,8/26/25 21:45,140,35.9,98.5,24.5,Closed,Success,OP101,GMC03,Stable
O2M00455,PRT002,LOT102,8/26/25 21:50,109,35.6,98.9,23.1,Open,Success,OP102,GMC01,Check supply
O2M00456,PRT003,LOT100,8/26/25 21:55,126,34.1,98.7,24.4,Closed,Success,OP103,GMC03,Leak detected
O2M00457,PRT003,LOT100,8/26/25 22:00,145,36.1,98.6,24.8,Closed,Success,OP102,GMC02,Flow error
O2M00458,PRT001,LOT102,8/26/25 22:05,102,34.5,99.7,26.6,Open,Success,OP103,GMC01,Leak detected
O2M00459,PRT003,LOT101,8/26/25 22:10,129,36.7,98.9,23.7,Open,Success,OP103,GMC01,Stable
O2M00460,PRT002,LOT102,8/26/25 22:15,140,36.5,99.7,23.6,Closed,Fail,OP103,GMC03,Stable
O2M00461,PRT002,LOT102,8/26/25 22:20,150,34.3,99.9,23.9,Closed,Success,OP103,GMC01,Flow error
